slang,formal
neropa,eropa
nerror,teror
nerusin,meneruskan
nervous,grindr
nesdegan,es
netaas,menetas
netas,menetas
netes,menetes
nethink,negatif
netijen,netizen
nets,jaring
neue,ngewe
new,baru
newproject,proyek
newshighlightkbfm,berita
newsrctiplus,berita
nex,selanjutnya
next,selanjutnya
nextbkn,selanjutnya
nextnya,selamat ulang tahun
nfadhli,fadiljaidi
nfadli,fak
nfakir,fakir
nfilm,film
nfluencer,influencer
nfollowers,pengikut
nfull,fuyooo
ng,tidak
nga,tidak
ngab,tidak
ngabilin,mengambilkan
ngabisa,tidak boleh
ngabisin,menghabiskan
ngaboleh,tidak boleh
ngabs,bagaimana
ngabuburit,menunggu berbuka puasa
ngabungin,menggabungkan
ngaca,mengaca
ngacak,acak
ngacangin,mengacang
ngacir,kabur
ngaco,kacau
ngacoo,ngawur
ngacung,mengangkat
ngada,tidak ada
ngadain,mengadakan
ngadalin,mengandalkan
ngademin,mengademkan
ngadepin,menghadapi
ngadet,padat
ngadi,ada
ngadis,gadis
ngadmin,admin
ngadu,mengadu
ngahahaha,tertawa
ngajak,mengajak
ngajakin,mengajak
ngajar,mengajar
ngajarin,mengajarkan
ngajarkan,mengajarkan
ngajarnya,mengajarnya
ngajelas,tidak kuat
ngaji,mengaji
ngajinya,mengajinya
ngajix,mengajinya
ngajuin,mengajukan
ngak,tidak
ngakaaaakkk,mengakak
ngakakakaka,tawa
ngakakakakaka,tertawa
ngakakakakk,ngakak
ngakakbarengfadil,tertawa
ngakakin,lucu
ngakakk,ngakak
ngakakkk,ngakak
ngakaknya,ngakak
ngakaknyahai,tertawa
ngakali,mengakali
ngakalin,mengakali
ngakao,ngapai
ngaku,mengakui
ngakuadh,tidak kuat
ngakuat,tidak kuat
ngakuin,mengakui
ngakunya,mengakuinya
ngakuuuu,mengakui
ngalah,mengalah
ngalahi,mengalahkan
ngalahin,mengalahkan
ngalahkan,mengalahkan
ngalam,malam
ngalamin,mengalami
ngalir,mengalir
ngalirrrrr,mengalir
ngalor,ke utara
ngalus,menghaluskan
ngamatin,mengamati
ngambang,mengambang
ngambek,marah
ngambekan,ngambek
ngambeknya,mengambeknya
ngambil,mengambil
ngamen,mengamen
ngamfrak,ngamprah
ngamis,gamis
ngamuk,mengamuk
ngamukan,sange
ngan,ganda
ngana,kenapa
nganbek,mengambek
ngancam,mengancam
ngancem,mengancam
ngancurin,menghancurkan
ngandalin,mengandalkan
ngandelin,mengandalkan
ngang,ocehan
nganggepin,menanggapi
nganggepnya,mengganggap
nganggur,menganggur
ngangkang,mengangkang
ngangkangin,mengangkangi
ngangkat,mengangkat
ngangkut,mengangkut
nganiaya,menganiaya
nganong,ngomong
ngantar,mengantar
nganteng,ganteng
nganter,mengantar
nganterin,mengantarkan
nganti,anti
ngantosin,mengantongi
ngantri,mengantre
ngantuk,mengantuk
ngantukk,mengantuk
ngantukkkk,ngantuk
ngantuqqq,ngantuk
nganu,anu
nganutnya,menganutnya
ngapa,kenapa
ngapaain,apa
ngapah,kenapa
ngapain,melakukan
ngapainn,ngapain
ngapajnnn,melakukan
ngapasih,kenapa sih
ngapus,menghapus
ngapusin,menghapus
ngara,gara gara
ngaram,garam
ngarang,karangan
ngarap,garap
ngarepin,mengharapkan
ngarepnya,berharap
ngareppppp,mengharap
ngaret,terlambat
ngarsipin,mengarsipkan
ngarti,artis
ngartii,mengerti
ngaruda,garuk garuk
ngaruh,berpengaruh
ngary,gary
ngasah,mengasah
ngasal,gasal
ngasi,memberi
ngasih,memberikan
ngasihnya,memberikan
ngasik,pagi
ngasilin,menghasilkan
ngasuh,mengasuh
ngata,kata
ngatai,mengatai
ngataian,mengatai
ngatain,memaki
ngatasi,mengatasi
ngatasin,mengatasi
ngatasinnya,mengatasi
ngatur,mengatur
ngausah,tidak usah
ngawasi,mengawasi
ngawasin,mengawasi
ngayah,tidak ya
ngayal,berkhayal
ngayamu,gayamu
ngcpin,mengucapkan
nge,melakukan
ngebacanya,membacanya
ngebacot,bacot
ngebahas,membahas
ngebaik,membaik
ngebala,bala
ngebales,membalas
ngebalesin,membalas
ngebandel,berbudaya
ngebandingin,membandingkan
ngebangkang,membangkang
ngebantai,membantai
ngebantu,membantu
ngebatalin,membatalkan
ngebayang,membayang
ngebayangin,membayangkan
ngebayar,membayar
ngebedain,membedakan
ngebela,membela
ngebelai,membelai
ngebelain,membela
ngebenci,membenci
ngebenerin,membenarkan
ngebet,berkeinginan
ngebiarin,membiarkan
ngebingungin,membingungkan
ngeblank,kostum
ngeblek,geblek
ngeblend,mencampur
ngeblock,mengeblok
ngeblok,mengeblok
ngebodohin,membodohi
ngebokep,bokep
ngebolak,bolak
ngebolehin,memperbolehkan
ngebom,mengebom
ngebongkar,membongkar
ngeboost,mendorong
ngebosenin,bosan
ngebuang,membuang
ngebuktiin,membuktikan
ngebully,intimidasi
ngebunuh,membunuh
ngebut,kebut
ngecam,mengecam
ngecap,mengecap
ngecek,mengecek
ngecekin,mengecek
ngeceng,menongkrong
ngecewain,mengecewakan
ngecodein,mengodei
ngecopros,mencerocos
nged,banget
ngedance,menari
ngedancenya,menarinya
ngedanus,dana
ngedebatin,mendebat
ngedeketin,mendekati
ngedengerin,mendengarkan
ngedesign,mendesain
ngediemin,mendiamkan
ngedip,mengedip
ngedit,mengedit
ngeditnya,edit
ngedm,mengirim pesan
ngedoli,menjual
ngedominasi,dominasi
ngedorong,mendorong
ngedown,menurun
ngedrama,pendramaan
ngedukung,mendukung
ngeendorse,endorse
ngeeooahahahaa,tertawa
ngefans,menggemari
ngefansnya,mengagumi
ngefb,facebook
ngefek,berakibat
ngefollow,follow
ngefollowback,mengikuti balik
ngefoto,foto
ngegabungin,menggabungkan
ngegaji,menggaji
ngegampar,menggampar
ngegantiin,menggantikan
ngegas,marah
ngegayaan,bergaya
ngegemesin,menggemaskan
ngegiring,penggiring
ngegmesin,menggemaskan
ngegoblogan,ngegoblokin
ngegodain,menggodai
ngegolin,mengegolkan
ngegosip,menggosipkan
ngeh,sadar
ngehack,hack
ngehadepin,menghadap
ngehakimi,menghakimi
ngehamilin,menghamili
ngehancurin,menghancurkan
ngehargain,menghargai
ngehe,kesal
ngehibur,menghibur
ngehina,menghina
ngehinanya,menghinanya
ngehold,ditunda
ngehubungi,menghubungi
ngehujat,menghujat
ngehype,tren
ngeidealin,mengidealkan
ngeimajinasiin,mengimajinasikan
ngejadiin,menjadikan
ngejaga,menjaga
ngejahit,menjahit
ngejailin,jail
ngejajah,menjajah
ngejala,gelambir
ngejam,bernyanyi
ngejar,mengejar
ngejatuhin,menjatuhkan
ngejauh,menjauh
ngejauhin,menjauhi
ngejek,mengejek
ngejelasin,menjelaskan
ngejelek,menjelekkan
ngejelekin,menghina
ngejer,mengejar
ngejijikin,menjijikkan
ngejilat,menjilat
ngejiplak,menjiplak
ngejorokin,menjorokkan
ngejreng,bunyi
ngejuangin,memperjuangkan
ngekeh,kekeh
ngekek,ngakak
ngeketawaim,menerketawai
ngeketawain,menerketawai
ngekick,mengusir
ngeklaim,mengklaim
ngekos,kos
ngeksis,menjadi eksis
ngeladeni,meladeni
ngeladenin,meladeni
ngelag,lambat
ngelahirin,melahirkan
ngelakui,melakukan
ngelakuin,melaksanakan
ngelamar,melamar
ngelambe,bicara
ngelancarin,melancarkan
ngelanggar,melanggar
ngelanjutin,melanjutkan
ngelantur,melantur
ngelap,mengelap
ngelaporin,melaporkan
ngelarang,melarang
ngelarisin,melariskan
ngelatur,melantur
ngelawak,melawak
ngelawan,melawan
ngelayanin,melayani
ngelebarin,melebarkan
ngeledekin,meledeki
ngelembabin,melembapkan
ngelembapin,melembapkan
ngelempar,melempar
ngeles,berkilah
ngelewati,melewati
ngelewatin,melewati
ngeliat,melihat
ngeliatinnya,memperlihatkan
ngeliatnya,memperlihatkan
ngeliatnyaa,melihat
ngeliatnye,melihatnya
ngelidur,melindur
ngelihat,melihat
ngelihatnya,melihatnya
ngelike,menyukai
ngelola,mengelola
ngelolosin,meloloskan
ngeluarin,mengeluarkan
ngelucu,melucu
ngeluh,mengeluh
ngeluhnya,mengeluhnya
ngelunjak,melunjak
ngelurusin,meluruskan
ngembali,kembali
ngembalikan,mengembalikan
ngembang,mengembang
ngembat,mengembat
ngembrot,gembrot
ngemeng,bicara
ngemesin,menggemaskan
ngemis,mengemis
ngemot,mengemut
ngemut,mengemut
ngena,mengena
ngenal,mengenal
ngenalin,mengenalkan
ngendors,endorse
ngendorse,endorse
ngendorsemistine,ngendorse
ngendorsenya,endorse
ngendrose,endorse
ngene,ini
ngenes,mengenaskan
ngentad,ngentot
ngentat,ngentot
ngenteni,diginiin
ngentod,ngentot
ngentotin,ngentot
ngentoto,ngentot
ngentott,ngentot
ngents,kangen
ngeooaahahahaa,tertawa
ngepake,memakai
ngepal,mengepal
ngepatenin,mematenkan
ngeper,mengeper
ngepodkes,podcast
ngepoin,mengepmemanggil
ngepost,post
ngepret,mengeprek
ngeprint,mencetak
ngepromoin,mempromosikan
ngepromosiin,mempromosikan
ngepromosiinnya,mempromosikan
ngeracun,meracuni
ngeracunin,meracunkan
ngerajut,merajut
ngerakan,geram
ngerakit,merakit
ngeramein,meramaikan
ngerampas,merampas
ngerampok,merampok
ngerangkap,merangkap
ngerappnya,ngerapnya
ngerasa,merasakan
ngerasain,merasakan
ngerasanya,merasakan
ngerasis,merasiskan
ngeratainnya,meratakan
ngerawat,merawat
ngerayain,merayakan
ngerayu,merayu
ngerebut,merebut
ngerecord,merekam
ngerekam,merekam
ngerekamin,merekamkan
ngerekomendasiin,merekomendasikan
ngerem,mengerem
ngerendahin,merendahkan
ngerengek,merengek
ngerep,ngerap
ngerepotin,merepotkan
ngerespon,merespons
ngerettwet,meretweet
ngerih,mengerikan
ngerii,mengerikan
ngerintis,merintis
ngeriview,ulasan
ngerjain,mengerjakan
ngeroasting,mengejek
ngeroket,meroket
ngerokin,mengerok
ngeroko,merokok
ngerokok,merokok
ngeroyok,mengeroyok
ngerrrriiii,ngeri
ngert,mengerti
ngerti,mengerti
ngertii,mengerti
ngertiin,mengerti
ngertikan,mengertikan
ngertilah,mengertilah
ngertinya,mengertinya
ngerto,mengerti
ngerugiin,merugikan
ngerumpi,merumpi
ngerusak,merusak
ngerussak,merusak
ngeselin,mengesalkan
ngeselinnya,kesal
ngesend,mengirim
ngeshare,membagikan
ngeskip,melewati
ngeskipp,melewati
ngestan,berdiri
ngestock,menyediakan
ngestyle,gaya
ngesuk,besok
nget,banget
ngetag,menandai
ngetawaim,ketawa
ngetawain,mengejek
ngeteh,mengeteh
ngetes,mengetes
ngethread,mengulir
ngetik,mengetik
ngetiktok,tiktok
ngetok,mengetuk
ngetren,mengetren
ngetrend,mengetren
ngets,banget
ngetsz,banget
ngettt,banget
ngetuit,mentwit
ngetutke,mengetuk
ngetweet,mentwit
ngetwit,mentwit
ngetwitt,mentwit
ngetwt,tweet
ngeue,ngewe
ngewakilin,mewakili
ngewe,mesum
ngeyel,mengeyel
ngfans,menggemari
ngg,mengeluh
ngga,tidak
nggaak,tidak
nggaene,tidak paham
nggak,tidak
nggakk,enggak
nggali,menggali
ngganti,mengganti
nggantiin,menggantikan
nggatau,tidak tau
nggax,tidak
nggeh,ya
nggesek,menggesek
ngggk,enggak
nggih,ya
nggilani,menggilakan
nggk,tidak
nggo,untuk
nggonane,obrolan
nggonggong,menggonggong
nggosok,menggosok
nggota,anggota
nggowo,membawa
ngguantengg,ganteng
nghadeh,mengeluh
nghibur,menghibur
nghujat,menghujat
ngibadah,beribadah
ngibarin,mengibarkan
ngibul,berbohong
ngibulnya,mengibulnya
ngidam,mengidam
ngide,memberi ide
ngidul,selanjutnya
ngidupin,menghidupi
ngigau,mengigau
ngijolno,menukarkan
ngiklan,iklan
ngiklanin,mengiklankan
ngikut,mengikuti
ngikutin,mengikuti
ngilaa,gila
ngilang,menghilang
ngilangin,menghilangkan
ngilee,gila
ngiler,mengiler
ngilerrrr,mengiler
ngiliran,giliran
ngilmu,berilmu
ngimanapun,gimanapun
ngimpi,memimpikan
ngimpor,mengimpor
ngin,menginginkan
ngincer,mengincar
nginden,menginden
nginep,menginap
ngingetin,mengingatkan
nginjak,menginjak
nginjek,menginjak
ngintilin,mengintil
ngintip,mengintip
ngintipin,mengintip
ngira,memperkirakan
ngiranya,mengiranya
ngiri,iri
ngiriii,mengiri
ngirim,menyampaikan
ngirimnya,mengirimkan
ngiringan,mengiringi
ngiritya,mengiritnya
ngirls,girls
ngisep,mengisap
ngisi,mengisi
ngisiin,mengisikan
ngitem,menghitam
ngitu,gitu
ngitung,berhitung
ngitungnya,menghitungnya
ngjk,mengajak
ngk,nggak
ngkgkgk,tertawa
ngkkkkkk,mengakak
ngladeni,meladeni
nglawan,melawan
ngledekin,meledeki
nglengo,lewat
ngliat,melihat
ngliatnya,melihatnya
nglunjak,melonjak
ngmbl,mengambil
ngmg,berbicara
ngmgin,mengomongkan
ngmn,bagaimana
ngmng,berbicara
ngmngin,mengomongkan
ngmngnya,mengomongnya
ngmpl,berkumpul
ngmps,ke kampus
ngn,generasi
ngntk,mengantuk
ngntr,ke kantor
ngntuk,ngantuk
ngoaahahaa,tertawa
ngoahaha,tertawa
ngoahahah,tertawa
ngoahahaha,tertawa
ngobarkan,mengobarkan
ngobatin,mengobati
ngoblok,goblok
ngobrol,mengobrol
ngobrolin,membicarakan
ngobrolnya,mengobrolnya
ngoceh,mengoceh
ngocok,mengocok
ngocokin,mengocok
ngocol,lucu
ngode,mengkodekan
ngojeeni,tunggu
ngolokin,ejek
ngolongan,golongan
ngom,mengomong
ngomen,mengomentari
ngomenin,mengomentari
ngomentarin,mengomentari
ngomentnya,mengomentarinya
ngomng,ngomongin
ngomomg,mengomong
ngomong,berbicara
ngomonge,bicara
ngomongin,membicarakan
ngomonginnya,membicarakan
ngomongmu,omongmu
ngomongnya,mengobrol
ngomonv,mengomong
ngomporin,mengompori
ngong,ocehan
ngono,begitu
ngonten,konten
ngooaahahaa,tertawa
ngopi,kopi
ngopibarengfahri,mengopi bareng fahri
ngopilaah,mengopilah
ngopinya,mengopinya
ngopo,kenapa
ngorak,mengusir
ngorbanin,mengorbankan
ngorek,mengorek
ngoresan,menggoreskan
ngoroknya,mengoroknya
ngos,dikejar
ngosan,dikejar
ngotorin,mengotori
ngotot,mengotot
ngototâ,mengotot
ngoyak,mengoyak
ngoyo,keras
ngp,mengapa
ngpain,ngapain
ngpn,ngapain
ngpost,ngepost
ngpp,enggak apa apa
ngr,gede rasa
ngrasain,merasakan
ngrebut,merebut
ngregani,menghargai
ngreview,ngereview
ngri,negeri
ngriii,mengiri
ngritik,mengkritik
ngrogoh,merogoh
ngrokok,merokok
ngrti,mengerti
ngrusak,merusak
ngrusin,mengurusi
ngrusuhin,merusuhi
ngtain,mengejek
ngtif,negatif
ngtweet,mentwit
ngua,saya
nguak,menguak
nguakak,mengakak
nguap,menguap
nguatin,menguatkan
nguburin,menguburkan
ngucain,mengucapi
ngucapin,mengucapkan
nguci,mengunci
ngue,saya
ngukur,mengukur
ngukurnya,mengukurnya
ngulang,mengulang
ngulangin,mengulangi
ngumbar,mengumbar
ngumpet,sembunyi
ngumpul,berkumpul
ngumpulin,mengumpulkan
ngumpulnya,berkumpulnya
ngumu,ngamuk
ngumung,mengomong
ngundang,mengundang
ngungsi,mengungsi
ngunpulin,mengumpulkan
nguntungin,menguntungkan
ngunu,anu
ngunyah,mengunyah
nguoblokk,goblok
ngupas,mengupas
ngupii,mengopi
ngupload,mengunggah
ngurangin,mengurangi
nguras,menguras
ngurus,mengurus
ngurusan,mengurusi
ngurusi,mengurusi
ngurusin,mengurusi
ngurusinnya,menguruskan
ngurut,mengurut
ngutang,berutang
ngutangi,mengutangi
ngutip,mengutip
ngw,ngewe
ngzoom,zoom
nh,nih
nhabis,habis itu
nhadeh,menghela
nhadiahnya,hadir
nhaha,tertawa
nhahaha,tertawa
nhahahaha,tertawa
nhaihh,his
nhaji,hak
nhalah,kalah
nhalo,menyapa
nhancur,hancur
nhanya,hanya 
nharga,harga
nhari,hari
nharus,harus
nhasilnya,hasil
nhassle,hassle
nhatiku,hatiku
nhe,heran
nhehe,lucu
nheheh,lucu
nherba,herba
nhi,Tidak
nhidup,hidup
nhijab,hijab
nhiks,his
nhilang,hilang
nhina,hina
nhindu,hindu
nhlh,kalah
nhmm,menggeram
nhoalaah,terkejut
nhonda,honda
nhongkong,hongkong
nhr,nagih
nhrs,harusnya
nhubungan,hubungi
nhuft,kesal
nhumanit,humanit
ni,nih
niachie,biarlah
nian,banget
nianze,niat
niatnya,niat
niattt,niat
niatttt,niat
niblis,iblis
nice,baik
nich,nih
nidiot,idiot
nie,nih
niech,nih
nieee,nih
nieh,nih
night,malam
nihcukup,cukup
nihh,nih
nihhh,nih
nii,ini
niicc,nih
niih,nih
niihh,nih
niiih,nih
niiihh,nih
niiiihh,nih
niikmat,nikmat
niiy,nih
nikaah,nikah
nikahin,nikah
nikahkan,menikahkan
nikitakruâ,nikita
nikitakruschev,nikita
nikitamirzani,nikita mirzani
nikmati,menikmati
nikmatin,menikmati
nikupanga,berencana
nikut,ikut
nile,nilai
nilep,menilap
nilepnya,mencuri
nimb,nimbun
nimbang,menimbang
nimbulin,menimbulkan
nimepunguza,mengurangi
nimisal,misal
nimpor,impor
nimpuk,menimpuk
nindie,indihome
nindo,indonesia
nine,sembilan
ninfrstruktur,infrastruktur
ning,raja
ningat,ingat
ninggalin,meninggalkan
ninggalkan,meninggalkan
ninggiin,meninggikan
ninggris,inggris
ningin,menginginkan
ningkatin,meningkatkan
nini,apa
ninilah,inilah
ninnalillah,innalillah
nintinya,intinya
ninus,minus
niosenya,kebisingan
nipu,menipu
niqmat,nikmat
niru,meniru
nisanjinan,nisan jinan
nislam,islam
nistakan,menistakan
nistighfar,istigfar
nistilah,istilah
nite,malam
nitip,titip
nitipin,menitipkan
nitipnya,nitip
nitizen,netizen
nittai,tai
nitu,itu
nitulah,itulah
niy,nih
niya,ya
niyain,iyain
niyh,nih
niyuh,heran
njaancuuk,jancuk
njadi,jadi
njahat,jahat
njaka,jaka
njalan,jalan
njaluk,minta
njames,james
njamping,jumping
njamu,jamu
njancuk,jancuk
njangan,jangan
njangankan,jangankan
njanganlah,janganlah
njarah,jarah
njarang,jarang
njaringan,jaringan
njauh,jauh
njauk,meminta
njay,kaget
njayyy,kaget
njcncjdndkdnd,aneh
njd,jadi
njdi,jadi
njejaku,jejakku
njelekkan,menjelekkan
njem,pinjam
njeng,anjing
njer,kaget
njerr,kaget
njgn,jangan
njiieng,anjing
njiing,anjing
njiirr,kaget
njika,jika
njilat,jilat
njim,anjing
njin,jin
njing,anjing
njingg,anjing
njink,anjing
njir,anjir
njirr,anjir
njirrr,kaget
njirrrr,anjing
njlentrek,jlentrek
njngn,jangan
njoget,joget
njolodong,jolodong
njrit,anjir
njrittt,kaget
njual,jual
njuara,juara
njudulnya,judulnya
njuk,menunjuk
njunior,junior
nk,menginginkan
nkaca,kaca
nkacung,kacung
nkadang,kadang
nkah,nikah
nkak,kakak
nkakean,kebanyakan
nkalahe,kalahnya
nkalajengkin,kalajengking
nkalau,kalau
nkaleng,kaleng
nkalian,kalian
nkalianlah,kalianlah
nkalo,kalau
nkalopun,kalau
nkami,kami
nkamis,kamis
nkampret,kampret
nkampung,kampung
nkampungan,kampungan
nkampus,kampus
nkamu,dia
nkan,kan
nkandang,kandang
nkao,kau
nkapan,kapan
nkapur,kapur
nkarena,karena
nkarenaa,karena
nkarna,karena
nkasih,kasih
nkata,kata
nkatholik,katolik
nkaton,kelihatan
nkau,kau
nkaum,kaum
nkaya,kaya
nkayak,kayak
nkayaknya,kayaknya
nke,ke
nkearifan,kearifan
nkecuali,kecuali
nkeduanya,keduanya
nkeela,keela
nkehabisan,kehabisan
nkeimanan,keimanan
nkeith,keith
nkejam,kejam
nkek,kayak
nkekadang,terkadang
nkekufuran,kekufuran
nkelakuan,kelakuan
nkelakuanmu,kelakuanmu
nkelas,kelas
nkelompok,kelompok
nkeluar,ke luar
nkeluaran,keluaran
nkemaren,kemarin
nkemarin,kemarin
nkementerian,kementerian
nkemungkinan,kemungkinan
nkentutnya,kentutnya
nkepada,kepada
nkepala,kepala
nkeparat,keparat
nkepercayaan,kepercayaan
nkeren,keren
nketakutan,ketakutan
nketika,ketika
nketololan,ketololan
nketua,ketua
nketurunan,keturunan
nkh,nikah
nkiara,kiara
nkidung,kidung
nkikikikiki,tertawa
nkirain,kirain
nkish,kisah
nkita,kita
nkitanya,kitanya
nklau,kalau
nklo,kalau
nklop,klop
nklu,kalau
nkluar,ke luar
nklw,kalau
nkmi,kami
nkmrm,kemarin
nkmu,dia
nknp,kenapa
nknpa,kenapa
nkntl,kontol
nkoe,dia
nkok,bertanya
nkomen,komentar
nkomentar,komentar
nkomunis,komisaris
nkontrak,kontrak
nkop1,kopi
nkorban,korban
nkorupsi,koruptor
nkoruptor,kosakatanya
nkpentingan,kepentingan
nkpk,kapok
nkpl,kepala
nkri,negara kesatuan republik indonesia
nkriâ,negara kesatuan republik indonesia
nkristen,kristen
nkritik,kritis
nkrn,karena
nku,ku
nkualitasnya,kualitasnya
nkudu,harusnya
nkulit,kulit
nkuning,kuning
nlagi,lagi
nlah,heran
nlahir,lahir
nlaki,laki
nlalu,lalu
nlambat,lambat
nlanjut,lanjut
nlebih,lebih
nlembaran,lembaran
nlemparin,lemparkan
nlg,lagi
nlgbt,lgbt
nlgi,lagi
nlha,heran
nlintah,lintah
nlips,bibir
nlistrik,listrik
nlo,heran
nlogikaku,logikaku
nlogikanya,logikanya
nlong,panjang
nlu,dia
nma,nama
nmaaf,maaf
nmaap,maaf
nmabuk,mabuk
nmacau,macau
nmain,main
nmaju,maju
nmak,ibunda
nmaka,maka
nmakan,makan
nmakane,makanya
nmakanya,makanya
nmakasih,terima kasih
nmake,memakai
nmaki,maki
nmakin,makin
nmaksud,maksud
nmaksudnya,maksudnya
nmalah,bahkan
nmalu,malu
nmama,ibunda
nmami,ibunda
nmampus,mampus
nmampuss,mampus
nmana,mana
nmandela,mandela
nmantap,mantap
nmantrraaf,mantap
nmanusia,manusia
nmarga,marga
nmasa,masa
nmasalah,masalah
nmasalahnya,masalahnya
nmasih,masih
nmasuk,masuk
nmasuknya,masuknya
nmata,mata
nmatamu,matamu
nmatane,matanya
nmati,mati
nmau,mau
nmaw,mau
nmawar,mawar
nmayoritas,mayoritas
nmbah,menambah
nmbh,menambah
nmbk,menembak
nme,mc donalds
nmeeting,pertemuaan
nmelayu,melayu
nmelek,melek
nmelihat,melihat
nmemang,memang
nmembawa,membawa
nmembela,membela
